region_lluvias_fecha_solicitud,cve_concatenada,cve_ent,cve_mun,nombre_mun,entidad,org_cuenca,clv_oc,con_cuenca,cve_conc,msm_20260131,sps_20260131,ahorro_uso_eficiente_20260131,prob_ambiental,t_prob_ambiental,prob_economica,t_prob_economica,prob_social,t_prob_social
Region A - Primeros Quince dias habiles de cada Diciembre,30148,30,148,Soledad de Doblado,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,69.4,Alta,45.38,Media,74.07976474,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30149,30,149,Soteapan,Veracruz,Golfo Centro,X,Rio Coatzacoalcos,22,sin dato,SIN SEQUIA,SIN REDUCCION,13.08,Muy Baja,17.07,Muy Baja,80.62771349,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30150,30,150,Tamalin,Veracruz,Golfo Norte,IX,Rio Panuco,19,sin dato,SIN SEQUIA,SIN REDUCCION,22.66,Baja,43.57,Media,49.11413848,Media
Region A - Primeros Quince dias habiles de cada Diciembre,30151,30,151,Tamiahua,Veracruz,Golfo Norte,IX,Rio Panuco,19,sin dato,SIN SEQUIA,SIN REDUCCION,24.93,Baja,47.29,Media,41.84771678,Media
Region A - Primeros Quince dias habiles de cada Diciembre,30152,30,152,Tampico Alto,Veracruz,Golfo Norte,IX,Rio Panuco,19,sin dato,SIN SEQUIA,SIN REDUCCION,26.17,Baja,23.81,Baja,81.58473038,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30153,30,153,Tancoco,Veracruz,Golfo Norte,IX,Rio Panuco,19,sin dato,SIN SEQUIA,SIN REDUCCION,22.37,Baja,30.2,Baja,12.94342722,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30154,30,154,Tantima,Veracruz,Golfo Norte,IX,Rio Panuco,19,sin dato,SIN SEQUIA,SIN REDUCCION,49.72,Media,26.88,Baja,55.36689514,Media
Region A - Primeros Quince dias habiles de cada Diciembre,30155,30,155,Tantoyuca,Veracruz,Golfo Norte,IX,Rio Panuco,19,sin dato,SIN SEQUIA,SIN REDUCCION,31.21,Baja,58.92,Media,89.47268098,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30156,30,156,Tatatila,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,51.24,Media,43.17,Media,60.23054648,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30157,30,157,Castillo de Teayo,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,36.04,Baja,43.15,Media,83.18666461,Muy Alta
Region C - Primeros 8 dias habiles de CADA MES,30158,30,158,Tecolutla,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,40.86,Media,58.29,Media,49.31410485,Media
Region A - Primeros Quince dias habiles de cada Diciembre,30159,30,159,Tehuipango,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,87.07,Muy Alta,67.48,Alta,99.83295338,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30160,30,160,Temapache,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,20.3,Baja,95.03,Muy Alta,29.48900937,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30161,30,161,Tempoal,Veracruz,Golfo Norte,IX,Rio Panuco,19,sin dato,SIN SEQUIA,SIN REDUCCION,76.48,Alta,45.39,Media,72.88670542,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30162,30,162,Tenampa,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,77.46,Alta,71.96,Alta,88.37638325,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30163,30,163,Tenochtitlan,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,16.28,Muy Baja,9.21,Muy Baja,29.88211328,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30164,30,164,Teocelo,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,49.36,Media,71.29,Alta,20.25849184,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30165,30,165,Tepatlaxco,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,99.85,Muy Alta,84.35,Muy Alta,97.80828292,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30166,30,166,Tepetlan,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,85.56,Muy Alta,64.33,Alta,71.10921638,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30167,30,167,Tepetzintla,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,27.27,Baja,21.94,Baja,40.17898919,Media
Region A - Primeros Quince dias habiles de cada Diciembre,30168,30,168,Tequila,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,86.39,Muy Alta,74.37,Alta,95.5898109,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30169,30,169,Jose Azueta,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,39.51,Baja,90.37,Muy Alta,50.00505623,Media
Region A - Primeros Quince dias habiles de cada Diciembre,30170,30,170,Texcatepec,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,61.14,Alta,4.58,Muy Baja,93.8511439,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30171,30,171,Texhuacan,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,99.97,Muy Alta,84.67,Muy Alta,93.18197917,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30172,30,172,Texistepec,Veracruz,Golfo Centro,X,Rio Coatzacoalcos,22,sin dato,SIN SEQUIA,SIN REDUCCION,24.51,Baja,35.33,Baja,74.35236215,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30173,30,173,Tezonapa,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,98.04,Muy Alta,93.53,Muy Alta,95.53870803,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30174,30,174,Tierra Blanca,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,46.44,Media,17.75,Muy Baja,40.0284933,Media
Region C - Primeros 8 dias habiles de CADA MES,30175,30,175,Tihuatlan,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,28.69,Baja,24.26,Baja,24.92104596,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30176,30,176,Tlacojalpan,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,55.04,Media,61.27,Alta,46.45864676,Media
Region A - Primeros Quince dias habiles de cada Diciembre,30177,30,177,Tlacolulan,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,51.94,Media,50.43,Media,38.37113493,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30178,30,178,Tlacotalpan,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,43.27,Media,63.69,Alta,43.19220129,Media
Region A - Primeros Quince dias habiles de cada Diciembre,30179,30,179,Tlacotepec de Mejia,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,98.87,Muy Alta,73.99,Alta,70.34293107,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30180,30,180,Tlachichilco,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,20.42,Baja,9.03,Muy Baja,78.5813542,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30181,30,181,Tlalixcoyan,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,77.49,Alta,9.29,Muy Baja,66.72276696,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30182,30,182,Tlalnelhuayocan,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,14.08,Muy Baja,23.96,Baja,9.755807901,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30183,30,183,Tlapacoyan,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,16.97,Muy Baja,53.37,Media,11.18719541,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30184,30,184,Tlaquilpa,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,83.52,Muy Alta,53.65,Media,80.60625044,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30185,30,185,Tlilapan,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,79.64,Alta,87.72,Muy Alta,52.9297517,Media
Region A - Primeros Quince dias habiles de cada Diciembre,30186,30,186,Tomatlan,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,69.29,Alta,97.79,Muy Alta,52.42467108,Media
Region A - Primeros Quince dias habiles de cada Diciembre,30187,30,187,Tonayan,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,69.99,Alta,41.56,Media,20.63373232,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30188,30,188,Totutla,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,63.3,Alta,71.3,Alta,57.88779042,Media
Region A - Primeros Quince dias habiles de cada Diciembre,30189,30,189,Tuxpam,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,30.83,Baja,13.29,Muy Baja,4.551545469,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30190,30,190,Tuxtilla,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,51.27,Media,30.54,Baja,17.50629905,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30191,30,191,ursulo Galvan,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,84.28,Muy Alta,89.27,Muy Alta,27.13388192,Baja
Region C - Primeros 8 dias habiles de CADA MES,30192,30,192,Vega de Alatorre,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,26.82,Baja,4.64,Muy Baja,20.69040279,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30193,30,193,Veracruz,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,63.23,Alta,96.5,Muy Alta,2.302886199,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30194,30,194,Villa Aldama,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,26.67,Baja,44.45,Media,24.1024113,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30195,30,195,Xoxocotla,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,96.38,Muy Alta,54.8,Media,84.63659027,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30196,30,196,Yanga,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,76.01,Alta,65.44,Alta,59.48481004,Media
Region A - Primeros Quince dias habiles de cada Diciembre,30197,30,197,Yecuatla,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,6.17,Muy Baja,6.63,Muy Baja,23.88914051,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30198,30,198,Zacualpan,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,88.15,Muy Alta,18.83,Muy Baja,93.10601891,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30199,30,199,Zaragoza,Veracruz,Golfo Centro,X,Rio Coatzacoalcos,22,sin dato,SIN SEQUIA,SIN REDUCCION,14.94,Muy Baja,24.07,Baja,2.354834244,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30200,30,200,Zentla,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,69.81,Alta,71.5,Alta,57.24393629,Media
Region A - Primeros Quince dias habiles de cada Diciembre,30201,30,201,Zongolica,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,73.33,Alta,85.98,Muy Alta,75.73211209,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30202,30,202,Zontecomatlan de Lopez y Fuentes,Veracruz,Golfo Norte,IX,Rio Panuco,19,sin dato,SIN SEQUIA,SIN REDUCCION,2.5,Muy Baja,4.32,Muy Baja,92.85951728,Muy Alta
Region C - Primeros 8 dias habiles de CADA MES,30203,30,203,Zozocolco de Hidalgo,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,50.22,Media,41.03,Media,95.95667379,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30204,30,204,Agua Dulce,Veracruz,Golfo Centro,X,Rio Coatzacoalcos,22,sin dato,SIN SEQUIA,SIN REDUCCION,5.36,Muy Baja,65.18,Alta,5.696614619,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30205,30,205,El Higo,Veracruz,Golfo Norte,IX,Rio Panuco,19,sin dato,SIN SEQUIA,SIN REDUCCION,33.62,Baja,28.11,Baja,16.66284762,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30206,30,206,Nanchital de Lazaro Cardenas del Rio,Veracruz,Golfo Centro,X,Rio Coatzacoalcos,22,sin dato,SIN SEQUIA,SIN REDUCCION,9.99,Muy Baja,32.82,Baja,2.113274287,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30207,30,207,Tres Valles,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,80.61,Muy Alta,92.63,Muy Alta,65.39593056,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30208,30,208,Carlos A. Carrillo,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,42.59,Media,51.79,Media,7.986826904,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30209,30,209,Tatahuicapan de Juarez,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,11.47,Muy Baja,24.66,Baja,71.18189836,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,30210,30,210,Uxpanapa,Veracruz,Golfo Centro,X,Rio Coatzacoalcos,22,sin dato,SIN SEQUIA,SIN REDUCCION,6.81,Muy Baja,4.98,Muy Baja,23.00850072,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30211,30,211,San Rafael,Veracruz,Golfo Centro,X,Rios Tuxpan al Jamapa,20,sin dato,SIN SEQUIA,SIN REDUCCION,16.83,Muy Baja,64.89,Alta,18.51688622,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,30212,30,212,Santiago Sochiapan,Veracruz,Golfo Centro,X,Rio Papaloapan,21,sin dato,SIN SEQUIA,SIN REDUCCION,48.68,Media,46.32,Media,81.38271943,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31001,31,1,Abala,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,54.41,Media,95.63,Muy Alta,71.24570649,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31002,31,2,Acanceh,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,54.41,Media,93.38,Muy Alta,30.07257523,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,31003,31,3,Akil,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,57.63,Media,58.84,Media,76.48471587,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31004,31,4,Baca,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,58.85,Media,83.61,Muy Alta,27.362122,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,31005,31,5,Bokoba,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,D0,PRE-ALERTA,10%,56.08,Media,56.6,Media,30.91830061,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,31006,31,6,Buctzotz,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,54.3,Media,59.0,Media,74.18880299,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31007,31,7,Cacalchen,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,56.26,Media,61.28,Alta,43.72199788,Media
Region A - Primeros Quince dias habiles de cada Diciembre,31008,31,8,Calotmul,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,60.49,Alta,44.84,Media,80.11533796,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31009,31,9,Cansahcab,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,54.41,Media,52.58,Media,34.51492321,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,31010,31,10,Cantamayec,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,99.42,Muy Alta,57.47,Media,99.74607124,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31011,31,11,Celestun,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,22.86,Baja,37.61,Baja,68.74430521,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31012,31,12,Cenotillo,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,83.9,Muy Alta,42.45,Media,64.54990474,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31013,31,13,Conkal,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,58.5,Media,83.5,Muy Alta,16.57977735,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,31014,31,14,Cuncunul,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,55.5,Media,40.56,Media,76.60487188,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31015,31,15,Cuzama,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,59.94,Media,64.48,Alta,72.63700155,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31016,31,16,Chacsinkin,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,59.42,Media,31.18,Baja,46.7545204,Media
Region A - Primeros Quince dias habiles de cada Diciembre,31017,31,17,Chankom,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,75.02,Alta,42.79,Media,90.59802696,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31018,31,18,Chapab,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,60.7,Alta,42.09,Media,72.34949963,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31019,31,19,Chemax,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,73.9,Alta,42.51,Media,99.11254897,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31020,31,20,Chicxulub Pueblo,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,57.82,Media,87.05,Muy Alta,44.66623814,Media
Region A - Primeros Quince dias habiles de cada Diciembre,31021,31,21,Chichimila,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,28.75,Baja,44.46,Media,97.60106708,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31022,31,22,Chikindzonot,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,78.41,Alta,34.99,Baja,80.0483698,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31023,31,23,Chochola,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,54.41,Media,79.18,Alta,29.13272087,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,31024,31,24,Chumayel,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,54.69,Media,57.33,Media,73.43807409,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31025,31,25,Dzan,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,54.41,Media,39.2,Baja,35.65861767,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,31026,31,26,Dzemul,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,26.82,Baja,48.97,Media,26.30813354,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,31027,31,27,Dzidzantun,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,58.52,Media,55.87,Media,42.3303924,Media
Region C - Primeros 8 dias habiles de CADA MES,31028,31,28,Dzilam de Bravo,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,99.53,Muy Alta,38.84,Baja,69.27813186,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31029,31,29,Dzilam Gonzalez,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,94.51,Muy Alta,50.08,Media,81.96373206,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31030,31,30,Dzitas,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,58.15,Media,51.06,Media,91.65291105,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31031,31,31,Dzoncauich,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,94.56,Muy Alta,37.14,Baja,81.50723592,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31032,31,32,Espita,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,54.41,Media,68.86,Alta,70.00896369,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31033,31,33,Halacho,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,42.49,Media,58.52,Media,78.55468734,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31034,31,34,Hocaba,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,71.43,Alta,62.3,Alta,82.2641294,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31035,31,35,Hoctun,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,D1,PRE-ALERTA,15%,61.23,Alta,51.14,Media,91.51021429,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31036,31,36,Homun,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,D0,PRE-ALERTA,10%,90.4,Muy Alta,59.41,Media,93.82241441,Muy Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31037,31,37,Huhi,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,69.06,Alta,63.37,Alta,53.21927634,Media
Region A - Primeros Quince dias habiles de cada Diciembre,31038,31,38,Hunucma,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,15.86,Muy Baja,83.95,Muy Alta,33.71297371,Baja
Region A - Primeros Quince dias habiles de cada Diciembre,31039,31,39,Ixil,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,81.43,Muy Alta,63.05,Alta,44.08853752,Media
Region A - Primeros Quince dias habiles de cada Diciembre,31040,31,40,Izamal,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,52.95,Media,62.43,Alta,53.06085255,Media
Region A - Primeros Quince dias habiles de cada Diciembre,31041,31,41,Kanasin,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,96.53,Muy Alta,99.99,Muy Alta,50.66724729,Media
Region A - Primeros Quince dias habiles de cada Diciembre,31042,31,42,Kantunil,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,47.11,Media,55.84,Media,70.41999861,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31043,31,43,Kaua,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,59.3,Media,36.45,Baja,67.52361787,Alta
Region A - Primeros Quince dias habiles de cada Diciembre,31044,31,44,Kinchil,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,54.41,Media,83.24,Muy Alta,18.31833272,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,31045,31,45,Kopoma,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,54.41,Media,50.93,Media,8.659758254,Muy Baja
Region A - Primeros Quince dias habiles de cada Diciembre,31046,31,46,Mama,Yucatán,Peninsula de Yucatan,XII,Peninsula de Yucatan,25,sin dato,SIN SEQUIA,SIN REDUCCION,54.41,Media,49.6,Media,48.1716995,Media
